 i,   x(i),   F(i)
        2494   8.8955722648000002        3.2488505264800000E-003
        2495   8.8991390540000008        3.2492072054000000E-003
        2496   8.9027058432000015        3.2495638843200001E-003
        2497   8.9062726324000003        3.2499205632399997E-003
        2498   8.9098394216000010        3.2502772421599997E-003
        2499   8.9134062108000016        3.2506339210799998E-003
        2500   8.9169730000000005        3.2509905999999998E-003
        2501   8.9205397892000011        3.2513472789199999E-003
        2502   8.9241065784000018        3.2517039578399999E-003
        2503   8.9276733676000006        3.2520606367600000E-003
        2504   8.9312401568000013        3.2524173156800000E-003
        2505   8.9348069460000001        3.2527739946000001E-003
        2506   8.9383737352000008        3.2531306735200001E-003
        2507   8.9419405244000014        3.2534873524400001E-003
        2508   8.9455073136000003        3.2538440313599998E-003
        2509   8.9490741028000009        3.2542007102799998E-003
        2510   8.9526408920000016        3.2545573892000003E-003
        2511   8.9562076812000004        3.2549140681199999E-003
        2512   8.9597744704000011        3.2552707470400000E-003
        2513   8.9633412596000017        3.2556274259600000E-003
        2514   8.9669080488000006        3.2559841048800000E-003
        2515   8.9704748380000012        3.2563407838000001E-003
        2516   8.9740416272000019        3.2566974627200001E-003
        2517   8.9776084164000007        3.2570541416399998E-003
        2518   8.9811752056000014        3.2574108205599998E-003
        2519   8.9847419948000002        3.2577674994799998E-003
        2520   8.9883087840000009        3.2581241783999999E-003
        2521   8.9918755732000015        3.2584808573199999E-003
        2522   8.9954423624000004        3.2588375362400000E-003
        2523   8.9990091516000010        3.2591942151600000E-003
        2524   9.0025759408000017        3.2595508940800001E-003
        2525   9.0061427300000005        3.2599075730000001E-003
        2526   9.0097095192000012        3.2602642519200002E-003
        2527   9.0132763084000018        3.2606209308400002E-003
        2528   9.0168430976000007        3.2609776097599998E-003
        2529   9.0204098868000013        3.2613342886799999E-003
        2530   9.0239766760000002        3.2616909675999999E-003
        2531   9.0275434652000008        3.2620476465200000E-003
        2532   9.0311102544000015        3.2624043254400000E-003
        2533   9.0346770436000003        3.2627610043599996E-003
        2534   9.0382438328000010        3.2631176832800001E-003
        2535   9.0418106220000016        3.2634743622000002E-003
        2536   9.0453774112000005        3.2638310411199998E-003
        2537   9.0489442004000011        3.2641877200399998E-003
        2538   9.0525109896000018        3.2645443989599999E-003
        2539   9.0560777788000006        3.2649010778799999E-003
        2540   9.0596445680000013        3.2652577568000000E-003
        2541   9.0632113572000002        3.2656144357200000E-003
        2542   9.0667781464000008        3.2659711146400001E-003
        2543   9.0703449356000014        3.2663277935600001E-003
        2544   9.0739117248000003        3.2666844724800002E-003
        2545   9.0774785140000009        3.2670411514000002E-003
        2546   9.0810453032000016        3.2673978303200003E-003
        2547   9.0846120924000004        3.2677545092399999E-003
        2548   9.0881788816000011        3.2681111881599999E-003
        2549   9.0917456708000017        3.2684678670800000E-003
        2550   9.0953124600000006        3.2688245460000000E-003
        2551   9.0988792492000012        3.2691812249200001E-003
        2552   9.1024460384000019        3.2695379038400001E-003
        2553   9.1060128276000007        3.2698945827599997E-003
        2554   9.1095796168000014        3.2702512616799998E-003
        2555   9.1131464060000003        3.2706079405999998E-003
        2556   9.1167131952000009        3.2709646195199999E-003
        2557   9.1202799844000015        3.2713212984399999E-003
        2558   9.1238467736000004        3.2716779773600000E-003
        2559   9.1274135628000010        3.2720346562800000E-003
        2560   9.1309803520000017        3.2723913352000001E-003
        2561   9.1345471412000006        3.2727480141200001E-003
        2562   9.1381139304000012        3.2731046930400002E-003
        2563   9.1416807196000018        3.2734613719600002E-003
        2564   9.1452475088000007        3.2738180508799998E-003
        2565   9.1488142980000013        3.2741747297999999E-003
        2566   9.1523810872000002        3.2745314087199999E-003
        2567   9.1559478764000009        3.2748880876400000E-003
        2568   9.1595146656000015        3.2752447665600000E-003
        2569   9.1630814548000004        3.2756014454800001E-003
        2570   9.1666482440000010        3.2759581244000001E-003
        2571   9.1702150332000016        3.2763148033200002E-003
        2572   9.1737818224000005        3.2766714822399998E-003
        2573   9.1773486116000011        3.2770281611599998E-003
        2574   9.1809154008000018        3.2773848400799999E-003
        2575   9.1844821900000007        3.2777415189999999E-003
        2576   9.1880489792000013        3.2780981979200000E-003
        2577   9.1916157684000002        3.2784548768400000E-003
        2578   9.1951825576000008        3.2788115557600001E-003
        2579   9.1987493468000014        3.2791682346800001E-003
        2580   9.2023161360000003        3.2795249136000001E-003
        2581   9.2058829252000010        3.2798815925200002E-003
        2582   9.2094497144000016        3.2802382714400002E-003
        2583   9.2130165036000005        3.2805949503599999E-003
        2584   9.2165832928000011        3.2809516292799999E-003
        2585   9.2201500820000017        3.2813083082000000E-003
        2586   9.2237168712000006        3.2816649871200000E-003
        2587   9.2272836604000013        3.2820216660400000E-003
        2588   9.2308504496000019        3.2823783449600001E-003
        2589   9.2344172388000008        3.2827350238799997E-003
        2590   9.2379840280000014        3.2830917027999998E-003
        2591   9.2415508172000003        3.2834483817199998E-003
        2592   9.2451176064000009        3.2838050606399998E-003
        2593   9.2486843956000016        3.2841617395599999E-003
        2594   9.2522511848000004        3.2845184184799999E-003
        2595   9.2558179740000011        3.2848750974000000E-003
        2596   9.2593847632000017        3.2852317763200000E-003
        2597   9.2629515524000006        3.2855884552400001E-003
        2598   9.2665183416000012        3.2859451341600001E-003
        2599   9.2700851308000018        3.2863018130800002E-003
        2600   9.2736519200000007        3.2866584919999998E-003
        2601   9.2772187092000014        3.2870151709200003E-003
        2602   9.2807854984000002        3.2873718498399999E-003
        2603   9.2843522876000009        3.2877285287599999E-003
        2604   9.2879190768000015        3.2880852076800000E-003
        2605   9.2914858660000004        3.2884418866000000E-003
        2606   9.2950526552000010        3.2887985655200001E-003
        2607   9.2986194444000017        3.2891552444400001E-003
        2608   9.3021862336000005        3.2895119233599997E-003
        2609   9.3057530228000012        3.2898686022799998E-003
        2610   9.3093198120000018        3.2902252811999998E-003
        2611   9.3128866012000007        3.2905819601199999E-003
        2612   9.3164533904000013        3.2909386390399999E-003
        2613   9.3200201796000002        3.2912953179600000E-003
        2614   9.3235869688000008        3.2916519968800000E-003
        2615   9.3271537580000015        3.2920086758000001E-003
        2616   9.3307205472000003        3.2923653547200001E-003
        2617   9.3342873364000010        3.2927220336400002E-003
        2618   9.3378541256000016        3.2930787125600002E-003
        2619   9.3414209148000005        3.2934353914799998E-003
        2620   9.3449877040000011        3.2937920703999999E-003
        2621   9.3485544932000018        3.2941487493199999E-003
        2622   9.3521212824000006        3.2945054282400000E-003
        2623   9.3556880716000013        3.2948621071600000E-003
        2624   9.3592548608000019        3.2952187860800001E-003
        2625   9.3628216500000008        3.2955754649999997E-003
        2626   9.3663884392000014        3.2959321439200002E-003
        2627   9.3699552284000003        3.2962888228399998E-003
        2628   9.3735220176000009        3.2966455017599998E-003
        2629   9.3770888068000016        3.2970021806799999E-003
        2630   9.3806555960000004        3.2973588595999999E-003
        2631   9.3842223852000011        3.2977155385200000E-003
        2632   9.3877891744000017        3.2980722174400000E-003
        2633   9.3913559636000006        3.2984288963600001E-003
        2634   9.3949227528000012        3.2987855752800001E-003
        2635   9.3984895420000019        3.2991422542000002E-003
        2636   9.4020563312000007        3.2994989331200002E-003
        2637   9.4056231204000014        3.2998556120400003E-003
        2638   9.4091899096000002        3.3002122909599999E-003
        2639   9.4127566988000009        3.3005689698799999E-003
        2640   9.4163234880000015        3.3009256488000000E-003
        2641   9.4198902772000004        3.3012823277200000E-003
        2642   9.4234570664000010        3.3016390066400001E-003
        2643   9.4270238556000017        3.3019956855600001E-003
        2644   9.4305906448000005        3.3023523644799997E-003
        2645   9.4341574340000012        3.3027090433999998E-003
        2646   9.4377242232000018        3.3030657223199998E-003
        2647   9.4412910124000007        3.3034224012399999E-003
        2648   9.4448578016000013        3.3037790801599999E-003
        2649   9.4484245908000002        3.3041357590800000E-003
        2650   9.4519913800000008        3.3044924380000000E-003
        2651   9.4555581692000015        3.3048491169200001E-003
        2652   9.4591249584000003        3.3052057958400001E-003
        2653   9.4626917476000010        3.3055624747600001E-003
        2654   9.4662585368000016        3.3059191536800002E-003
        2655   9.4698253260000005        3.3062758325999998E-003
        2656   9.4733921152000011        3.3066325115199999E-003
        2657   9.4769589044000018        3.3069891904399999E-003
        2658   9.4805256936000006        3.3073458693600000E-003
        2659   9.4840924828000013        3.3077025482800000E-003
        2660   9.4876592720000019        3.3080592272000000E-003
        2661   9.4912260612000008        3.3084159061200001E-003
        2662   9.4947928504000014        3.3087725850400001E-003
        2663   9.4983596396000003        3.3091292639599998E-003
        2664   9.5019264288000009        3.3094859428799998E-003
        2665   9.5054932180000016        3.3098426217999998E-003
        2666   9.5090600072000004        3.3101993007199999E-003
        2667   9.5126267964000011        3.3105559796399999E-003
        2668   9.5161935856000017        3.3109126585600000E-003
        2669   9.5197603748000006        3.3112693374800000E-003
        2670   9.5233271640000012        3.3116260164000001E-003
        2671   9.5268939532000019        3.3119826953200001E-003
        2672   9.5304607424000007        3.3123393742400002E-003
        2673   9.5340275316000014        3.3126960531600002E-003
        2674   9.5375943208000002        3.3130527320799998E-003
        2675   9.5411611100000009        3.3134094109999999E-003
        2676   9.5447278992000015        3.3137660899199999E-003
        2677   9.5482946884000004        3.3141227688400000E-003
        2678   9.5518614776000010        3.3144794477600000E-003
        2679   9.5554282668000017        3.3148361266800001E-003
        2680   9.5589950560000005        3.3151928055999997E-003
        2681   9.5625618452000012        3.3155494845199997E-003
        2682   9.5661286344000018        3.3159061634399998E-003
        2683   9.5696954236000007        3.3162628423599998E-003
        2684   9.5732622128000013        3.3166195212799999E-003
        2685   9.5768290020000002        3.3169762001999999E-003
        2686   9.5803957912000008        3.3173328791200000E-003
        2687   9.5839625804000015        3.3176895580400000E-003
        2688   9.5875293696000004        3.3180462369600001E-003
        2689   9.5910961588000010        3.3184029158800001E-003
        2690   9.5946629480000016        3.3187595948000002E-003
        2691   9.5982297372000005        3.3191162737199998E-003
        2692   9.6017965264000011        3.3194729526399998E-003
        2693   9.6053633156000018        3.3198296315600003E-003
        2694   9.6089301048000006        3.3201863104799999E-003
        2695   9.6124968940000013        3.3205429894000000E-003
        2696   9.6160636832000019        3.3208996683200000E-003
        2697   9.6196304724000008        3.3212563472400001E-003
        2698   9.6231972616000014        3.3216130261600001E-003
        2699   9.6267640508000003        3.3219697050799997E-003
        2700   9.6303308400000009        3.3223263839999998E-003
        2701   9.6338976292000016        3.3226830629199998E-003
        2702   9.6374644184000005        3.3230397418399999E-003
        2703   9.6410312076000011        3.3233964207599999E-003
        2704   9.6445979968000017        3.3237530996800000E-003
        2705   9.6481647860000006        3.3241097786000000E-003
        2706   9.6517315752000012        3.3244664575200001E-003
        2707   9.6552983644000019        3.3248231364400001E-003
        2708   9.6588651536000008        3.3251798153600002E-003
        2709   9.6624319428000014        3.3255364942800002E-003
        2710   9.6659987320000003        3.3258931731999998E-003
        2711   9.6695655212000009        3.3262498521199999E-003
        2712   9.6731323104000015        3.3266065310399999E-003
        2713   9.6766990996000004        3.3269632099600000E-003
        2714   9.6802658888000011        3.3273198888800000E-003
        2715   9.6838326780000017        3.3276765678000001E-003
        2716   9.6873994672000006        3.3280332467199997E-003
        2717   9.6909662564000012        3.3283899256400002E-003
        2718   9.6945330456000018        3.3287466045600002E-003
        2719   9.6980998348000007        3.3291032834799998E-003
        2720   9.7016666240000013        3.3294599623999999E-003
        2721   9.7052334132000002        3.3298166413199999E-003
        2722   9.7088002024000009        3.3301733202400000E-003
        2723   9.7123669916000015        3.3305299991600000E-003
        2724   9.7159337808000004        3.3308866780800001E-003
        2725   9.7195005700000010        3.3312433570000001E-003
        2726   9.7230673592000016        3.3316000359200001E-003
        2727   9.7266341484000005        3.3319567148400002E-003
        2728   9.7302009376000012        3.3323133937600002E-003
        2729   9.7337677268000018        3.3326700726800003E-003
        2730   9.7373345160000007        3.3330267515999999E-003
        2731   9.7409013052000013        3.3333834305200000E-003
        2732   9.7444680944000019        3.3337401094400000E-003
        2733   9.7480348836000008        3.3340967883600000E-003
        2734   9.7516016728000015        3.3344534672800001E-003
        2735   9.7551684620000003        3.3348101461999997E-003
        2736   9.7587352512000010        3.3351668251199998E-003
        2737   9.7623020404000016        3.3355235040399998E-003
        2738   9.7658688296000005        3.3358801829599998E-003
        2739   9.7694356188000011        3.3362368618799999E-003
        2740   9.7730024080000018        3.3365935407999999E-003
        2741   9.7765691972000006        3.3369502197200000E-003
        2742   9.7801359864000013        3.3373068986400000E-003
        2743   9.7837027756000019        3.3376635775600001E-003
        2744   9.7872695648000008        3.3380202564800001E-003
        2745   9.7908363540000014        3.3383769354000002E-003
        2746   9.7944031432000003        3.3387336143199998E-003
        2747   9.7979699324000009        3.3390902932399998E-003
        2748   9.8015367216000016        3.3394469721599999E-003
        2749   9.8051035108000004        3.3398036510799999E-003
        2750   9.8086703000000011        3.3401603300000000E-003
        2751   9.8122370892000017        3.3405170089200000E-003
        2752   9.8158038784000006        3.3408736878400001E-003
        2753   9.8193706676000012        3.3412303667600001E-003
        2754   9.8229374568000019        3.3415870456800002E-003
        2755   9.8265042460000007        3.3419437245999998E-003
        2756   9.8300710352000014        3.3423004035199998E-003
        2757   9.8336378244000002        3.3426570824399999E-003
        2758   9.8372046136000009        3.3430137613599999E-003
        2759   9.8407714028000015        3.3433704402800000E-003
        2760   9.8443381920000004        3.3437271192000000E-003
        2761   9.8479049812000010        3.3440837981200001E-003
        2762   9.8514717704000017        3.3444404770400001E-003
        2763   9.8550385596000005        3.3447971559600002E-003
        2764   9.8586053488000012        3.3451538348800002E-003
        2765   9.8621721380000018        3.3455105138000003E-003
        2766   9.8657389272000007        3.3458671927199999E-003
        2767   9.8693057164000013        3.3462238716399999E-003
        2768   9.8728725056000020        3.3465805505600000E-003
        2769   9.8764392948000008        3.3469372294800000E-003
        2770   9.8800060840000015        3.3472939084000001E-003
        2771   9.8835728732000003        3.3476505873199997E-003
        2772   9.8871396624000010        3.3480072662399997E-003
        2773   9.8907064516000016        3.3483639451599998E-003
        2774   9.8942732408000005        3.3487206240799998E-003
        2775   9.8978400300000011        3.3490773029999999E-003
        2776   9.9014068192000018        3.3494339819199999E-003
        2777   9.9049736084000006        3.3497906608400000E-003
        2778   9.9085403976000013        3.3501473397600000E-003
        2779   9.9121071868000019        3.3505040186800001E-003
        2780   9.9156739760000008        3.3508606976000001E-003
        2781   9.9192407652000014        3.3512173765200002E-003
        2782   9.9228075544000003        3.3515740554399998E-003
        2783   9.9263743436000009        3.3519307343599998E-003
        2784   9.9299411328000016        3.3522874132800003E-003
        2785   9.9335079220000004        3.3526440921999999E-003
        2786   9.9370747112000011        3.3530007711200000E-003
        2787   9.9406415004000017        3.3533574500400000E-003
        2788   9.9442082896000006        3.3537141289600001E-003
        2789   9.9477750788000012        3.3540708078800001E-003
        2790   9.9513418680000019        3.3544274868000002E-003
        2791   9.9549086572000007        3.3547841657199998E-003
        2792   9.9584754464000014        3.3551408446399998E-003
        2793   9.9620422356000002        3.3554975235599999E-003
        2794   9.9656090248000009        3.3558542024799999E-003
        2795   9.9691758140000015        3.3562108814000000E-003
        2796   9.9727426032000004        3.3565675603200000E-003
        2797   9.9763093924000010        3.3569242392400001E-003
        2798   9.9798761816000017        3.3572809181600001E-003
        2799   9.9834429708000005        3.3576375970800001E-003
        2800   9.9870097600000012        3.3579942760000002E-003
        2801   9.9905765492000018        3.3583509549200002E-003
        2802   9.9941433384000007        3.3587076338399999E-003
        2803   9.9977101276000013        3.3590643127599999E-003
        2804   10.001276916800002        3.3594209916800000E-003
        2805   10.004843706000001        3.3597776706000000E-003
        2806   10.008410495200001        3.3601343495200000E-003
        2807   10.011977284400000        3.3604910284399997E-003
        2808   10.015544073600001        3.3608477073599997E-003
        2809   10.019110862800002        3.3612043862800002E-003
        2810   10.022677652000000        3.3615610651999998E-003
        2811   10.026244441200001        3.3619177441199998E-003
        2812   10.029811230400002        3.3622744230399999E-003
        2813   10.033378019600001        3.3626311019599999E-003
        2814   10.036944808800001        3.3629877808800000E-003
        2815   10.040511598000002        3.3633444598000000E-003
        2816   10.044078387200001        3.3637011387200001E-003
        2817   10.047645176400001        3.3640578176400001E-003
        2818   10.051211965600000        3.3644144965599997E-003
        2819   10.054778754800001        3.3647711754800002E-003
        2820   10.058345544000002        3.3651278544000003E-003
        2821   10.061912333200000        3.3654845333199999E-003
        2822   10.065479122400001        3.3658412122399999E-003
        2823   10.069045911600002        3.3661978911600000E-003
        2824   10.072612700800001        3.3665545700800000E-003
        2825   10.076179490000001        3.3669112490000001E-003
        2826   10.079746279200002        3.3672679279200001E-003
        2827   10.083313068400001        3.3676246068399997E-003
        2828   10.086879857600001        3.3679812857599998E-003
        2829   10.090446646800000        3.3683379646799998E-003
        2830   10.094013436000001        3.3686946435999999E-003
        2831   10.097580225200002        3.3690513225199999E-003
        2832   10.101147014400000        3.3694080014400000E-003
        2833   10.104713803600001        3.3697646803600000E-003
        2834   10.108280592800002        3.3701213592800001E-003
        2835   10.111847382000001        3.3704780382000001E-003
        2836   10.115414171200001        3.3708347171200002E-003
        2837   10.118980960400002        3.3711913960400002E-003
        2838   10.122547749600001        3.3715480749600003E-003
        2839   10.126114538800001        3.3719047538800003E-003
        2840   10.129681328000002        3.3722614328000004E-003
        2841   10.133248117200001        3.3726181117200000E-003
        2842   10.136814906400001        3.3729747906400000E-003
        2843   10.140381695600000        3.3733314695599996E-003
        2844   10.143948484800001        3.3736881484799997E-003
        2845   10.147515274000002        3.3740448273999997E-003
        2846   10.151082063200001        3.3744015063199998E-003
        2847   10.154648852400001        3.3747581852399998E-003
        2848   10.158215641600002        3.3751148641599999E-003
        2849   10.161782430800001        3.3754715430799999E-003
        2850   10.165349220000001        3.3758282220000000E-003
        2851   10.168916009200002        3.3761849009200000E-003
        2852   10.172482798400001        3.3765415798400001E-003
        2853   10.176049587600001        3.3768982587600001E-003
        2854   10.179616376800000        3.3772549376800002E-003
        2855   10.183183166000001        3.3776116166000002E-003
        2856   10.186749955200002        3.3779682955200003E-003
        2857   10.190316744400000        3.3783249744399999E-003
        2858   10.193883533600001        3.3786816533599999E-003
        2859   10.197450322800002        3.3790383322800000E-003
        2860   10.201017112000001        3.3793950112000000E-003
        2861   10.204583901200001        3.3797516901200001E-003
        2862   10.208150690400002        3.3801083690400001E-003
        2863   10.211717479600001        3.3804650479599997E-003
        2864   10.215284268800001        3.3808217268799998E-003
        2865   10.218851058000000        3.3811784057999998E-003
        2866   10.222417847200001        3.3815350847199999E-003
        2867   10.225984636400002        3.3818917636399999E-003
        2868   10.229551425600000        3.3822484425600000E-003
        2869   10.233118214800001        3.3826051214800000E-003
        2870   10.236685004000002        3.3829618004000001E-003
        2871   10.240251793200001        3.3833184793200001E-003
        2872   10.243818582400001        3.3836751582400001E-003
        2873   10.247385371600002        3.3840318371600002E-003
        2874   10.250952160800001        3.3843885160800002E-003
        2875   10.254518950000001        3.3847451950000003E-003
        2876   10.258085739200002        3.3851018739200003E-003
        2877   10.261652528400001        3.3854585528400000E-003
        2878   10.265219317600002        3.3858152317600000E-003
        2879   10.268786106800000        3.3861719106799996E-003
        2880   10.272352896000001        3.3865285895999997E-003
        2881   10.275919685200002        3.3868852685200001E-003
        2882   10.279486474400001        3.3872419474399998E-003
        2883   10.283053263600001        3.3875986263599998E-003
        2884   10.286620052800002        3.3879553052799998E-003
        2885   10.290186842000001        3.3883119841999999E-003
        2886   10.293753631200001        3.3886686631199999E-003
        2887   10.297320420400002        3.3890253420400000E-003
        2888   10.300887209600001        3.3893820209600000E-003
        2889   10.304453998800001        3.3897386998800001E-003
        2890   10.308020788000000        3.3900953788000001E-003
        2891   10.311587577200001        3.3904520577200002E-003
        2892   10.315154366400002        3.3908087366400002E-003
        2893   10.318721155600000        3.3911654155599998E-003
        2894   10.322287944800001        3.3915220944799999E-003
        2895   10.325854734000002        3.3918787734000004E-003
        2896   10.329421523200001        3.3922354523200000E-003
        2897   10.332988312400001        3.3925921312400000E-003
        2898   10.336555101600002        3.3929488101600001E-003
        2899   10.340121890800001        3.3933054890799997E-003
        2900   10.343688680000001        3.3936621679999997E-003
        2901   10.347255469200000        3.3940188469199998E-003
        2902   10.350822258400001        3.3943755258399998E-003
        2903   10.354389047600002        3.3947322047599999E-003
        2904   10.357955836800000        3.3950888836799999E-003
        2905   10.361522626000001        3.3954455626000000E-003
        2906   10.365089415200002        3.3958022415200000E-003
        2907   10.368656204400001        3.3961589204400001E-003
        2908   10.372222993600001        3.3965155993600001E-003
        2909   10.375789782800002        3.3968722782800002E-003
        2910   10.379356572000001        3.3972289572000002E-003
        2911   10.382923361200001        3.3975856361200003E-003
        2912   10.386490150400002        3.3979423150400003E-003
        2913   10.390056939600001        3.3982989939599999E-003
        2914   10.393623728800002        3.3986556728800000E-003
        2915   10.397190518000000        3.3990123518000000E-003
        2916   10.400757307200001        3.3993690307200001E-003
        2917   10.404324096400002        3.3997257096400001E-003
        2918   10.407890885600001        3.4000823885599997E-003
        2919   10.411457674800001        3.4004390674799998E-003
        2920   10.415024464000002        3.4007957463999998E-003
        2921   10.418591253200001        3.4011524253199999E-003
        2922   10.422158042400001        3.4015091042399999E-003
        2923   10.425724831600002        3.4018657831600000E-003
        2924   10.429291620800001        3.4022224620800000E-003
        2925   10.432858410000001        3.4025791410000001E-003
        2926   10.436425199200000        3.4029358199200001E-003
        2927   10.439991988400001        3.4032924988400002E-003
        2928   10.443558777600002        3.4036491777600002E-003
        2929   10.447125566800000        3.4040058566799998E-003
        2930   10.450692356000001        3.4043625356000003E-003
        2931   10.454259145200002        3.4047192145200003E-003
        2932   10.457825934400001        3.4050758934400000E-003
        2933   10.461392723600001        3.4054325723600000E-003
        2934   10.464959512800002        3.4057892512800001E-003
        2935   10.468526302000001        3.4061459301999997E-003
        2936   10.472093091200001        3.4065026091199997E-003
        2937   10.475659880400000        3.4068592880399998E-003
        2938   10.479226669600001        3.4072159669599998E-003
        2939   10.482793458800002        3.4075726458799999E-003
        2940   10.486360248000000        3.4079293247999999E-003
        2941   10.489927037200001        3.4082860037200000E-003
        2942   10.493493826400002        3.4086426826400000E-003
        2943   10.497060615600001        3.4089993615600001E-003
        2944   10.500627404800001        3.4093560404800001E-003
        2945   10.504194194000002        3.4097127194000001E-003
        2946   10.507760983200001        3.4100693983200002E-003
        2947   10.511327772400001        3.4104260772400002E-003
        2948   10.514894561600002        3.4107827561600003E-003
        2949   10.518461350800001        3.4111394350799999E-003
        2950   10.522028140000002        3.4114961140000000E-003
        2951   10.525594929200000        3.4118527929200000E-003
        2952   10.529161718400001        3.4122094718400000E-003
        2953   10.532728507600002        3.4125661507600001E-003
        2954   10.536295296800001        3.4129228296799997E-003
        2955   10.539862086000001        3.4132795085999998E-003
        2956   10.543428875200002        3.4136361875199998E-003
        2957   10.546995664400001        3.4139928664399999E-003
        2958   10.550562453600001        3.4143495453599999E-003
        2959   10.554129242800002        3.4147062242799999E-003
        2960   10.557696032000001        3.4150629032000000E-003
        2961   10.561262821200001        3.4154195821200000E-003
        2962   10.564829610400000        3.4157762610400001E-003
        2963   10.568396399600001        3.4161329399600001E-003
        2964   10.571963188800002        3.4164896188800002E-003
        2965   10.575529978000000        3.4168462978000002E-003
        2966   10.579096767200001        3.4172029767200003E-003
        2967   10.582663556400002        3.4175596556400003E-003
        2968   10.586230345600001        3.4179163345599999E-003
        2969   10.589797134800001        3.4182730134800000E-003
        2970   10.593363924000002        3.4186296924000000E-003
        2971   10.596930713200001        3.4189863713199996E-003
        2972   10.600497502400001        3.4193430502400001E-003
        2973   10.604064291600000        3.4196997291599997E-003
        2974   10.607631080800001        3.4200564080799998E-003
        2975   10.611197870000002        3.4204130869999998E-003
        2976   10.614764659200000        3.4207697659199999E-003
        2977   10.618331448400001        3.4211264448399999E-003
        2978   10.621898237600002        3.4214831237600000E-003
        2979   10.625465026800001        3.4218398026800000E-003
        2980   10.629031816000001        3.4221964816000001E-003
        2981   10.632598605200002        3.4225531605200001E-003
        2982   10.636165394400001        3.4229098394400002E-003
        2983   10.639732183600001        3.4232665183600002E-003
        2984   10.643298972800002        3.4236231972800003E-003
        2985   10.646865762000001        3.4239798761999999E-003
        2986   10.650432551200002        3.4243365551199999E-003
        2987   10.653999340400000        3.4246932340400000E-003
        2988   10.657566129600001        3.4250499129600000E-003
        2989   10.661132918800002        3.4254065918800001E-003
        2990   10.664699708000001        3.4257632707999997E-003
        2991   10.668266497200001        3.4261199497199997E-003
        2992   10.671833286400002        3.4264766286399998E-003
        2993   10.675400075600001        3.4268333075599998E-003
        2994   10.678966864800001        3.4271899864799999E-003
        2995   10.682533654000002        3.4275466653999999E-003
        2996   10.686100443200001        3.4279033443200000E-003
        2997   10.689667232400001        3.4282600232400000E-003
        2998   10.693234021600000        3.4286167021600001E-003
        2999   10.696800810800001        3.4289733810800001E-003
        3000   10.700367600000002        3.4293300600000002E-003
        3001   10.703934389200001        3.4296867389200002E-003
        3002   10.707501178400001        3.4300434178400003E-003
        3003   10.711067967600002        3.4304000967600003E-003
        3004   10.714634756800001        3.4307567756799999E-003
        3005   10.718201546000001        3.4311134546000000E-003
        3006   10.721768335200002        3.4314701335200000E-003
        3007   10.725335124400001        3.4318268124400001E-003
        3008   10.728901913600001        3.4321834913600001E-003
        3009   10.732468702800000        3.4325401702799997E-003
        3010   10.736035492000001        3.4328968491999998E-003
        3011   10.739602281200002        3.4332535281199998E-003
        3012   10.743169070400000        3.4336102070399999E-003
        3013   10.746735859600001        3.4339668859599999E-003
        3014   10.750302648800002        3.4343235648800000E-003
        3015   10.753869438000001        3.4346802438000000E-003
        3016   10.757436227200001        3.4350369227200001E-003
        3017   10.761003016400002        3.4353936016400001E-003
        3018   10.764569805600001        3.4357502805600001E-003
        3019   10.768136594800001        3.4361069594800002E-003
        3020   10.771703384000002        3.4364636384000002E-003
        3021   10.775270173200001        3.4368203173200003E-003
        3022   10.778836962400002        3.4371769962400003E-003
        3023   10.782403751600000        3.4375336751600000E-003
        3024   10.785970540800001        3.4378903540800000E-003
        3025   10.789537330000002        3.4382470330000000E-003
        3026   10.793104119200001        3.4386037119199997E-003
        3027   10.796670908400001        3.4389603908399997E-003
        3028   10.800237697600002        3.4393170697599998E-003
        3029   10.803804486800001        3.4396737486799998E-003
        3030   10.807371276000001        3.4400304275999999E-003
        3031   10.810938065200002        3.4403871065199999E-003
        3032   10.814504854400001        3.4407437854399999E-003
        3033   10.818071643600002        3.4411004643600000E-003
        3034   10.821638432800000        3.4414571432800000E-003
        3035   10.825205222000001        3.4418138222000001E-003
        3036   10.828772011200002        3.4421705011200001E-003
        3037   10.832338800400001        3.4425271800400002E-003
        3038   10.835905589600001        3.4428838589600002E-003
        3039   10.839472378800002        3.4432405378800003E-003
        3040   10.843039168000001        3.4435972167999999E-003
        3041   10.846605957200001        3.4439538957199999E-003
        3042   10.850172746400002        3.4443105746400000E-003
        3043   10.853739535600001        3.4446672535600000E-003
        3044   10.857306324800001        3.4450239324800001E-003
        3045   10.860873114000000        3.4453806113999997E-003
        3046   10.864439903200001        3.4457372903199997E-003
        3047   10.868006692400002        3.4460939692399998E-003
        3048   10.871573481600000        3.4464506481599998E-003
        3049   10.875140270800001        3.4468073270799999E-003
        3050   10.878707060000002        3.4471640059999999E-003
        3051   10.882273849200001        3.4475206849200000E-003
        3052   10.885840638400001        3.4478773638400000E-003
        3053   10.889407427600002        3.4482340427600001E-003
        3054   10.892974216800001        3.4485907216800001E-003
        3055   10.896541006000001        3.4489474006000002E-003
        3056   10.900107795200002        3.4493040795200002E-003
        3057   10.903674584400001        3.4496607584400003E-003
        3058   10.907241373600002        3.4500174373600003E-003
        3059   10.910808162800000        3.4503741162799999E-003
        3060   10.914374952000001        3.4507307952000000E-003
        3061   10.917941741200002        3.4510874741200000E-003
        3062   10.921508530400001        3.4514441530399996E-003
